id,value,category,timestamp
9479,value9479,category4,2023-01-30
9480,value9480,category0,2023-01-01
9481,value9481,category1,2023-01-02
9482,value9482,category2,2023-01-03
9483,value9483,category3,2023-01-04
9484,value9484,category4,2023-01-05
9485,value9485,category0,2023-01-06
9486,value9486,category1,2023-01-07
9487,value9487,category2,2023-01-08
9488,value9488,category3,2023-01-09
9489,value9489,category4,2023-01-10
9490,value9490,category0,2023-01-11
9491,value9491,category1,2023-01-12
9492,value9492,category2,2023-01-13
9493,value9493,category3,2023-01-14
9494,value9494,category4,2023-01-15
9495,value9495,category0,2023-01-16
9496,value9496,category1,2023-01-17
9497,value9497,category2,2023-01-18
9498,value9498,category3,2023-01-19
9499,value9499,category4,2023-01-20
9500,value9500,category0,2023-01-21
9501,value9501,category1,2023-01-22
9502,value9502,category2,2023-01-23
9503,value9503,category3,2023-01-24
9504,value9504,category4,2023-01-25
9505,value9505,category0,2023-01-26
9506,value9506,category1,2023-01-27
9507,value9507,category2,2023-01-28
9508,value9508,category3,2023-01-29
9509,value9509,category4,2023-01-30
9510,value9510,category0,2023-01-01
9511,value9511,category1,2023-01-02
9512,value9512,category2,2023-01-03
9513,value9513,category3,2023-01-04
9514,value9514,category4,2023-01-05
9515,value9515,category0,2023-01-06
9516,value9516,category1,2023-01-07
9517,value9517,category2,2023-01-08
9518,value9518,category3,2023-01-09
9519,value9519,category4,2023-01-10
9520,value9520,category0,2023-01-11
9521,value9521,category1,2023-01-12
9522,value9522,category2,2023-01-13
9523,value9523,category3,2023-01-14
9524,value9524,category4,2023-01-15
9525,value9525,category0,2023-01-16
9526,value9526,category1,2023-01-17
9527,value9527,category2,2023-01-18
9528,value9528,category3,2023-01-19
9529,value9529,category4,2023-01-20
9530,value9530,category0,2023-01-21
9531,value9531,category1,2023-01-22
9532,value9532,category2,2023-01-23
9533,value9533,category3,2023-01-24
9534,value9534,category4,2023-01-25
9535,value9535,category0,2023-01-26
9536,value9536,category1,2023-01-27
9537,value9537,category2,2023-01-28
9538,value9538,category3,2023-01-29
9539,value9539,category4,2023-01-30
9540,value9540,category0,2023-01-01
9541,value9541,category1,2023-01-02
9542,value9542,category2,2023-01-03
9543,value9543,category3,2023-01-04
9544,value9544,category4,2023-01-05
9545,value9545,category0,2023-01-06
9546,value9546,category1,2023-01-07
9547,value9547,category2,2023-01-08
9548,value9548,category3,2023-01-09
9549,value9549,category4,2023-01-10
9550,value9550,category0,2023-01-11
9551,value9551,category1,2023-01-12
9552,value9552,category2,2023-01-13
9553,value9553,category3,2023-01-14
9554,value9554,category4,2023-01-15
9555,value9555,category0,2023-01-16
9556,value9556,category1,2023-01-17
9557,value9557,category2,2023-01-18
9558,value9558,category3,2023-01-19
9559,value9559,category4,2023-01-20
9560,value9560,category0,2023-01-21
9561,value9561,category1,2023-01-22
9562,value9562,category2,2023-01-23
9563,value9563,category3,2023-01-24
9564,value9564,category4,2023-01-25
9565,value9565,category0,2023-01-26
9566,value9566,category1,2023-01-27
9567,value9567,category2,2023-01-28
9568,value9568,category3,2023-01-29
9569,value9569,category4,2023-01-30
9570,value9570,category0,2023-01-01
9571,value9571,category1,2023-01-02
9572,value9572,category2,2023-01-03
9573,value9573,category3,2023-01-04
9574,value9574,category4,2023-01-05
9575,value9575,category0,2023-01-06
9576,value9576,category1,2023-01-07
9577,value9577,category2,2023-01-08
9578,value9578,category3,2023-01-09
9579,value9579,category4,2023-01-10
9580,value9580,category0,2023-01-11
9581,value9581,category1,2023-01-12
9582,value9582,category2,2023-01-13
9583,value9583,category3,2023-01-14
9584,value9584,category4,2023-01-15
9585,value9585,category0,2023-01-16
9586,value9586,category1,2023-01-17
9587,value9587,category2,2023-01-18
9588,value9588,category3,2023-01-19
9589,value9589,category4,2023-01-20
9590,value9590,category0,2023-01-21
9591,value9591,category1,2023-01-22
9592,value9592,category2,2023-01-23
9593,value9593,category3,2023-01-24
9594,value9594,category4,2023-01-25
9595,value9595,category0,2023-01-26
9596,value9596,category1,2023-01-27
9597,value9597,category2,2023-01-28
9598,value9598,category3,2023-01-29
9599,value9599,category4,2023-01-30
9600,value9600,category0,2023-01-01
9601,value9601,category1,2023-01-02
9602,value9602,category2,2023-01-03
9603,value9603,category3,2023-01-04
9604,value9604,category4,2023-01-05
9605,value9605,category0,2023-01-06
9606,value9606,category1,2023-01-07
9607,value9607,category2,2023-01-08
9608,value9608,category3,2023-01-09
9609,value9609,category4,2023-01-10
9610,value9610,category0,2023-01-11
9611,value9611,category1,2023-01-12
9612,value9612,category2,2023-01-13
9613,value9613,category3,2023-01-14
9614,value9614,category4,2023-01-15
9615,value9615,category0,2023-01-16
9616,value9616,category1,2023-01-17
9617,value9617,category2,2023-01-18
9618,value9618,category3,2023-01-19
9619,value9619,category4,2023-01-20
9620,value9620,category0,2023-01-21
9621,value9621,category1,2023-01-22
9622,value9622,category2,2023-01-23
9623,value9623,category3,2023-01-24
9624,value9624,category4,2023-01-25
9625,value9625,category0,2023-01-26
9626,value9626,category1,2023-01-27
9627,value9627,category2,2023-01-28
9628,value9628,category3,2023-01-29
9629,value9629,category4,2023-01-30
9630,value9630,category0,2023-01-01
9631,value9631,category1,2023-01-02
9632,value9632,category2,2023-01-03
9633,value9633,category3,2023-01-04
9634,value9634,category4,2023-01-05
9635,value9635,category0,2023-01-06
9636,value9636,category1,2023-01-07
9637,value9637,category2,2023-01-08
9638,value9638,category3,2023-01-09
9639,value9639,category4,2023-01-10
9640,value9640,category0,2023-01-11
9641,value9641,category1,2023-01-12
9642,value9642,category2,2023-01-13
9643,value9643,category3,2023-01-14
9644,value9644,category4,2023-01-15
9645,value9645,category0,2023-01-16
9646,value9646,category1,2023-01-17
9647,value9647,category2,2023-01-18
9648,value9648,category3,2023-01-19
9649,value9649,category4,2023-01-20
9650,value9650,category0,2023-01-21
9651,value9651,category1,2023-01-22
9652,value9652,category2,2023-01-23
9653,value9653,category3,2023-01-24
9654,value9654,category4,2023-01-25
9655,value9655,category0,2023-01-26
9656,value9656,category1,2023-01-27
9657,value9657,category2,2023-01-28
9658,value9658,category3,2023-01-29
9659,value9659,category4,2023-01-30
9660,value9660,category0,2023-01-01
9661,value9661,category1,2023-01-02
9662,value9662,category2,2023-01-03
9663,value9663,category3,2023-01-04
9664,value9664,category4,2023-01-05
9665,value9665,category0,2023-01-06
9666,value9666,category1,2023-01-07
9667,value9667,category2,2023-01-08
9668,value9668,category3,2023-01-09
9669,value9669,category4,2023-01-10
9670,value9670,category0,2023-01-11
9671,value9671,category1,2023-01-12
9672,value9672,category2,2023-01-13
9673,value9673,category3,2023-01-14
9674,value9674,category4,2023-01-15
9675,value9675,category0,2023-01-16
9676,value9676,category1,2023-01-17
9677,value9677,category2,2023-01-18
9678,value9678,category3,2023-01-19
9679,value9679,category4,2023-01-20
9680,value9680,category0,2023-01-21
9681,value9681,category1,2023-01-22
9682,value9682,category2,2023-01-23
9683,value9683,category3,2023-01-24
9684,value9684,category4,2023-01-25
9685,value9685,category0,2023-01-26
9686,value9686,category1,2023-01-27
9687,value9687,category2,2023-01-28
9688,value9688,category3,2023-01-29
9689,value9689,category4,2023-01-30
9690,value9690,category0,2023-01-01
9691,value9691,category1,2023-01-02
9692,value9692,category2,2023-01-03
9693,value9693,category3,2023-01-04
9694,value9694,category4,2023-01-05
9695,value9695,category0,2023-01-06
9696,value9696,category1,2023-01-07
9697,value9697,category2,2023-01-08
9698,value9698,category3,2023-01-09
9699,value9699,category4,2023-01-10
9700,value9700,category0,2023-01-11
9701,value9701,category1,2023-01-12
9702,value9702,category2,2023-01-13
9703,value9703,category3,2023-01-14
9704,value9704,category4,2023-01-15
9705,value9705,category0,2023-01-16
9706,value9706,category1,2023-01-17
9707,value9707,category2,2023-01-18
9708,value9708,category3,2023-01-19
9709,value9709,category4,2023-01-20
9710,value9710,category0,2023-01-21
9711,value9711,category1,2023-01-22
9712,value9712,category2,2023-01-23
9713,value9713,category3,2023-01-24
9714,value9714,category4,2023-01-25
9715,value9715,category0,2023-01-26
9716,value9716,category1,2023-01-27
9717,value9717,category2,2023-01-28
9718,value9718,category3,2023-01-29
9719,value9719,category4,2023-01-30
9720,value9720,category0,2023-01-01
9721,value9721,category1,2023-01-02
9722,value9722,category2,2023-01-03
9723,value9723,category3,2023-01-04
9724,value9724,category4,2023-01-05
9725,value9725,category0,2023-01-06
9726,value9726,category1,2023-01-07
9727,value9727,category2,2023-01-08
9728,value9728,category3,2023-01-09
9729,value9729,category4,2023-01-10
9730,value9730,category0,2023-01-11
9731,value9731,category1,2023-01-12
9732,value9732,category2,2023-01-13
9733,value9733,category3,2023-01-14
9734,value9734,category4,2023-01-15
9735,value9735,category0,2023-01-16
9736,value9736,category1,2023-01-17
9737,value9737,category2,2023-01-18
9738,value9738,category3,2023-01-19
9739,value9739,category4,2023-01-20
9740,value9740,category0,2023-01-21
9741,value9741,category1,2023-01-22
9742,value9742,category2,2023-01-23
9743,value9743,category3,2023-01-24
9744,value9744,category4,2023-01-25
9745,value9745,category0,2023-01-26
9746,value9746,category1,2023-01-27
9747,value9747,category2,2023-01-28
9748,value9748,category3,2023-01-29
9749,value9749,category4,2023-01-30
9750,value9750,category0,2023-01-01
9751,value9751,category1,2023-01-02
9752,value9752,category2,2023-01-03
9753,value9753,category3,2023-01-04
9754,value9754,category4,2023-01-05
9755,value9755,category0,2023-01-06
9756,value9756,category1,2023-01-07
9757,value9757,category2,2023-01-08
9758,value9758,category3,2023-01-09
9759,value9759,category4,2023-01-10
9760,value9760,category0,2023-01-11
9761,value9761,category1,2023-01-12
9762,value9762,category2,2023-01-13
9763,value9763,category3,2023-01-14
9764,value9764,category4,2023-01-15
9765,value9765,category0,2023-01-16
9766,value9766,category1,2023-01-17
9767,value9767,category2,2023-01-18
9768,value9768,category3,2023-01-19
9769,value9769,category4,2023-01-20
9770,value9770,category0,2023-01-21
9771,value9771,category1,2023-01-22
9772,value9772,category2,2023-01-23
9773,value9773,category3,2023-01-24
9774,value9774,category4,2023-01-25
9775,value9775,category0,2023-01-26
9776,value9776,category1,2023-01-27
9777,value9777,category2,2023-01-28
9778,value9778,category3,2023-01-29
9779,value9779,category4,2023-01-30
9780,value9780,category0,2023-01-01
9781,value9781,category1,2023-01-02
9782,value9782,category2,2023-01-03
9783,value9783,category3,2023-01-04
9784,value9784,category4,2023-01-05
9785,value9785,category0,2023-01-06
9786,value9786,category1,2023-01-07
9787,value9787,category2,2023-01-08
9788,value9788,category3,2023-01-09
9789,value9789,category4,2023-01-10
9790,value9790,category0,2023-01-11
9791,value9791,category1,2023-01-12
9792,value9792,category2,2023-01-13
9793,value9793,category3,2023-01-14
9794,value9794,category4,2023-01-15
9795,value9795,category0,2023-01-16
9796,value9796,category1,2023-01-17
9797,value9797,category2,2023-01-18
9798,value9798,category3,2023-01-19
9799,value9799,category4,2023-01-20
9800,value9800,category0,2023-01-21
9801,value9801,category1,2023-01-22
9802,value9802,category2,2023-01-23
9803,value9803,category3,2023-01-24
9804,value9804,category4,2023-01-25
9805,value9805,category0,2023-01-26
9806,value9806,category1,2023-01-27
9807,value9807,category2,2023-01-28
9808,value9808,category3,2023-01-29
9809,value9809,category4,2023-01-30
9810,value9810,category0,2023-01-01
9811,value9811,category1,2023-01-02
9812,value9812,category2,2023-01-03
9813,value9813,category3,2023-01-04
9814,value9814,category4,2023-01-05
9815,value9815,category0,2023-01-06
9816,value9816,category1,2023-01-07
9817,value9817,category2,2023-01-08
9818,value9818,category3,2023-01-09
9819,value9819,category4,2023-01-10
9820,value9820,category0,2023-01-11
9821,value9821,category1,2023-01-12
9822,value9822,category2,2023-01-13
9823,value9823,category3,2023-01-14
9824,value9824,category4,2023-01-15
9825,value9825,category0,2023-01-16
9826,value9826,category1,2023-01-17
9827,value9827,category2,2023-01-18
9828,value9828,category3,2023-01-19
9829,value9829,category4,2023-01-20
9830,value9830,category0,2023-01-21
9831,value9831,category1,2023-01-22
9832,value9832,category2,2023-01-23
9833,value9833,category3,2023-01-24
9834,value9834,category4,2023-01-25
9835,value9835,category0,2023-01-26
9836,value9836,category1,2023-01-27
9837,value9837,category2,2023-01-28
9838,value9838,category3,2023-01-29
9839,value9839,category4,2023-01-30
9840,value9840,category0,2023-01-01
9841,value9841,category1,2023-01-02
9842,value9842,category2,2023-01-03
9843,value9843,category3,2023-01-04
9844,value9844,category4,2023-01-05
9845,value9845,category0,2023-01-06
9846,value9846,category1,2023-01-07
9847,value9847,category2,2023-01-08
9848,value9848,category3,2023-01-09
9849,value9849,category4,2023-01-10
9850,value9850,category0,2023-01-11
9851,value9851,category1,2023-01-12
9852,value9852,category2,2023-01-13
9853,value9853,category3,2023-01-14
9854,value9854,category4,2023-01-15
9855,value9855,category0,2023-01-16
9856,value9856,category1,2023-01-17
9857,value9857,category2,2023-01-18
9858,value9858,category3,2023-01-19
9859,value9859,category4,2023-01-20
9860,value9860,category0,2023-01-21
9861,value9861,category1,2023-01-22
9862,value9862,category2,2023-01-23
9863,value9863,category3,2023-01-24
9864,value9864,category4,2023-01-25
9865,value9865,category0,2023-01-26
9866,value9866,category1,2023-01-27
9867,value9867,category2,2023-01-28
9868,value9868,category3,2023-01-29
9869,value9869,category4,2023-01-30
9870,value9870,category0,2023-01-01
9871,value9871,category1,2023-01-02
9872,value9872,category2,2023-01-03
9873,value9873,category3,2023-01-04
